# Source: K. Bogumil, J. Orphal, and J. P. Burrows
# University of Bremen - Institute of Environmental Physics
# P. O. Box 33 04 40
# D-28334 Bremen, Germany
# e-mail: Konstanze.Bogumil@iup.physik.uni-bremen.de
# SIGMA = (C0 + C1*(T-T0) + C2*(T-T0)^2) * 1.E-20 cm^2
# where T0 = 273.15 and T is in Kelvin
#
# wavelength
# (air nm)         C0          C1(T-T0)         C2((T-T0)^2)
   274.3      5.91322e+02      8.56061e-02      9.64032e-05
   274.4      5.87710e+02      8.15885e-02      5.15311e-05
   274.5      5.86504e+02      7.78078e-02      1.05418e-05
   274.6      5.86773e+02      6.24375e-02     -1.20113e-04
   274.7      5.87552e+02      4.84147e-02     -3.45683e-04
   274.8      5.87484e+02      5.45655e-02     -2.94688e-04
   274.9      5.86063e+02      5.01710e-02     -3.99242e-04
   275.0      5.83064e+02      4.87115e-02     -4.17744e-04
   275.1      5.78876e+02      6.13911e-02     -1.85871e-04
   275.2      5.74012e+02      6.34988e-02     -1.38719e-04
   275.3      5.68759e+02      5.96698e-02     -2.29367e-04
   275.4      5.63657e+02      6.72806e-02     -2.00111e-04
   275.5      5.58240e+02      6.22713e-02     -3.41748e-04
   275.6      5.52738e+02      7.47592e-02     -1.04439e-04
   275.7      5.47344e+02      8.59768e-02      6.37014e-05
   275.8      5.42244e+02      8.18628e-02     -1.46634e-05
   275.9      5.38015e+02      8.01317e-02     -2.11852e-05
   276.0      5.35309e+02      7.63750e-02     -9.05724e-05
   276.1      5.33845e+02      6.75404e-02     -2.55372e-04
   276.2      5.32377e+02      7.12744e-02     -1.94177e-04
   276.3      5.29714e+02      7.41142e-02     -1.50757e-04
   276.4      5.25263e+02      7.54691e-02     -6.46609e-05
   276.5      5.19985e+02      7.81417e-02     -7.73586e-05
   276.6      5.14937e+02      7.76666e-02     -1.30708e-04
   276.7      5.10789e+02      8.27095e-02     -4.62017e-05
   276.8      5.07679e+02      9.04956e-02      2.60130e-05
   276.9      5.04578e+02      8.42712e-02     -6.37910e-05
   277.0      5.01194e+02      7.44413e-02     -1.41268e-04
   277.1      4.98552e+02      8.32017e-02     -3.39818e-05
   277.2      4.96561e+02      9.07409e-02      6.98499e-05
   277.3      4.94611e+02      7.89190e-02     -9.11619e-05
   277.4      4.92378e+02      6.87836e-02     -2.60695e-04
   277.5      4.88760e+02      7.04020e-02     -2.81724e-04
   277.6      4.84167e+02      7.70268e-02     -2.59237e-04
   277.7      4.78787e+02      8.74874e-02     -6.15791e-05
   277.8      4.72966e+02      9.93219e-02      1.81695e-04
   277.9      4.67558e+02      1.06020e-01      2.23581e-04
   278.0      4.62825e+02      1.08035e-01      1.96462e-04
   278.1      4.58633e+02      1.08032e-01      2.11171e-04
   278.2      4.55262e+02      1.05176e-01      1.58711e-04
   278.3      4.52134e+02      1.09740e-01      2.44763e-04
   278.4      4.49085e+02      1.04756e-01      2.37902e-04
   278.5      4.46019e+02      1.00218e-01      1.39688e-04
   278.6      4.42746e+02      9.06025e-02     -2.40645e-05
   278.7      4.39477e+02      8.46816e-02     -1.09629e-04
   278.8      4.35845e+02      9.39756e-02      4.08000e-05
   278.9      4.31462e+02      1.03987e-01      2.26024e-04
   279.0      4.26849e+02      9.89779e-02      1.37676e-04
   279.1      4.22278e+02      8.74667e-02     -5.24724e-05
   279.2      4.18166e+02      8.80287e-02     -4.80448e-05
   279.3      4.14601e+02      8.86440e-02      2.75334e-05
   279.4      4.11969e+02      7.64475e-02     -1.03594e-04
   279.5      4.10207e+02      7.46482e-02     -1.46470e-04
   279.6      4.08612e+02      7.59756e-02     -7.35461e-05
   279.7      4.06892e+02      6.42679e-02     -1.50853e-04
   279.8      4.04885e+02      6.27266e-02     -1.36667e-04
   279.9      4.02214e+02      7.35342e-02      1.85236e-05
   280.0      3.98498e+02      6.36039e-02     -1.34804e-04
   280.1      3.93245e+02      5.68653e-02     -1.96952e-04
   280.2      3.87460e+02      4.86772e-02     -4.20992e-04
   280.3      3.81574e+02      5.90069e-02     -2.52900e-04
   280.4      3.76442e+02      5.71171e-02     -2.16496e-04
   280.5      3.72407e+02      4.71030e-02     -3.66660e-04
   280.6      3.68874e+02      5.06005e-02     -3.18400e-04
   280.7      3.65949e+02      5.31132e-02     -2.69229e-04
   280.8      3.63973e+02      4.91549e-02     -3.52264e-04
   280.9      3.62444e+02      4.80951e-02     -3.86045e-04
   281.0      3.60782e+02      3.69704e-02     -5.11754e-04
   281.1      3.58237e+02      4.22662e-02     -4.02860e-04
   281.2      3.54688e+02      4.95274e-02     -3.29230e-04
   281.3      3.49710e+02      4.35475e-02     -4.38610e-04
   281.4      3.43959e+02      5.67715e-02     -3.08780e-04
   281.5      3.38142e+02      7.84448e-02     -1.62801e-06
   281.6      3.32892e+02      8.62082e-02      8.44340e-05
   281.7      3.28380e+02      8.23309e-02     -4.36458e-05
   281.8      3.24546e+02      7.58498e-02     -1.38519e-04
   281.9      3.21564e+02      6.81866e-02     -2.45368e-04
   282.0      3.19440e+02      6.16889e-02     -4.16461e-04
   282.1      3.18206e+02      6.56103e-02     -4.36560e-04
   282.2      3.17139e+02      5.28039e-02     -6.28285e-04
   282.3      3.15851e+02      5.71525e-02     -5.69944e-04
   282.4      3.13795e+02      6.31047e-02     -5.57768e-04
   282.5      3.10441e+02      6.19922e-02     -5.71335e-04
   282.6      3.06734e+02      7.24637e-02     -4.32690e-04
   282.7      3.03398e+02      8.35687e-02     -3.65941e-04
   282.8      3.00412e+02      8.21374e-02     -4.30245e-04
   282.9      2.98140e+02      7.75381e-02     -4.84104e-04
   283.0      2.96636e+02      6.56503e-02     -6.33214e-04
   283.1      2.96084e+02      7.11418e-02     -5.74750e-04
   283.2      2.96087e+02      6.03674e-02     -6.79232e-04
   283.3      2.96435e+02      5.75363e-02     -7.97171e-04
   283.4      2.96019e+02      5.74993e-02     -8.14680e-04
   283.5      2.93915e+02      6.60299e-02     -6.59787e-04
   283.6      2.89936e+02      7.28282e-02     -5.26956e-04
   283.7      2.84971e+02      8.41549e-02     -3.94664e-04
   283.8      2.79865e+02      1.07329e-01     -1.41295e-04
   283.9      2.74653e+02      1.16148e-01      1.70391e-05
   284.0      2.69697e+02      1.19371e-01      9.37713e-05
   284.1      2.65356e+02      1.27535e-01      1.91191e-04
   284.2      2.62225e+02      1.28307e-01      1.61980e-04
   284.3      2.59984e+02      1.21576e-01      1.02685e-04
   284.4      2.58142e+02      1.06329e-01     -1.01176e-04
   284.5      2.56210e+02      1.00408e-01     -1.53071e-04
   284.6      2.53945e+02      9.61559e-02     -2.22253e-04
   284.7      2.51664e+02      9.34890e-02     -3.04797e-04
   284.8      2.49515e+02      9.91392e-02     -2.06479e-04
   284.9      2.47259e+02      1.03413e-01     -1.39057e-04
   285.0      2.44649e+02      1.05795e-01     -1.43018e-04
   285.1      2.41030e+02      9.27058e-02     -3.19563e-04
   285.2      2.37263e+02      9.85977e-02     -2.19751e-04
   285.3      2.33710e+02      1.14045e-01      3.76348e-06
   285.4      2.30581e+02      1.22855e-01      1.09922e-04
   285.5      2.28120e+02      1.24478e-01      1.33357e-04
   285.6      2.26240e+02      1.06013e-01     -8.17203e-05
   285.7      2.25125e+02      9.42275e-02     -2.48762e-04
   285.8      2.24340e+02      9.28295e-02     -2.97547e-04
   285.9      2.23093e+02      8.03453e-02     -4.59800e-04
   286.0      2.21552e+02      8.70475e-02     -3.72163e-04
   286.1      2.19484e+02      8.88746e-02     -3.12404e-04
   286.2      2.17334e+02      8.74124e-02     -3.92308e-04
   286.3      2.14912e+02      8.81201e-02     -4.28130e-04
   286.4      2.12210e+02      8.07317e-02     -4.59087e-04
   286.5      2.09740e+02      8.77259e-02     -3.09643e-04
   286.6      2.07270e+02      9.56030e-02     -2.46242e-04
   286.7      2.04737e+02      9.50408e-02     -2.44019e-04
   286.8      2.02446e+02      9.11815e-02     -2.35855e-04
   286.9      2.00615e+02      8.83353e-02     -2.55153e-04
   287.0      1.99300e+02      9.18067e-02     -1.81602e-04
   287.1      1.97973e+02      8.75333e-02     -2.45763e-04
   287.2      1.96407e+02      9.09922e-02     -8.01540e-05
   287.3      1.94596e+02      8.83394e-02     -1.67624e-04
   287.4      1.92238e+02      8.90459e-02     -1.71660e-04
   287.5      1.89245e+02      9.38791e-02     -9.75543e-06
   287.6      1.85835e+02      9.95709e-02      1.34018e-04
   287.7      1.82377e+02      1.04422e-01      1.74971e-04
   287.8      1.79135e+02      1.07086e-01      1.89835e-04
   287.9      1.76192e+02      1.08218e-01      2.26906e-04
   288.0      1.73626e+02      1.07037e-01      1.97813e-04
   288.1      1.71446e+02      1.04251e-01      1.16572e-04
   288.2      1.69466e+02      1.05022e-01      1.02935e-04
   288.3      1.67762e+02      9.69455e-02     -1.71083e-05
   288.4      1.66066e+02      1.00969e-01      1.06578e-04
   288.5      1.64653e+02      9.86221e-02      2.63700e-05
   288.6      1.63272e+02      9.48655e-02     -4.57767e-06
   288.7      1.61763e+02      9.19940e-02     -2.74371e-05
   288.8      1.60081e+02      8.99399e-02     -1.03918e-04
   288.9      1.58216e+02      8.96323e-02     -8.79831e-05
   289.0      1.56305e+02      9.07494e-02     -2.61929e-05
   289.1      1.54485e+02      9.27904e-02     -4.48776e-06
   289.2      1.52831e+02      8.71906e-02     -8.38389e-05
   289.3      1.51133e+02      8.60414e-02     -1.52695e-04
   289.4      1.49351e+02      8.22816e-02     -2.06383e-04
   289.5      1.47297e+02      8.89941e-02     -6.70380e-05
   289.6      1.45265e+02      8.87290e-02     -6.32644e-06
   289.7      1.43429e+02      8.53341e-02     -4.96633e-05
   289.8      1.41904e+02      8.34398e-02     -1.32144e-04
   289.9      1.40629e+02      8.10611e-02     -1.79967e-04
   290.0      1.39369e+02      8.20519e-02     -1.25537e-04
   290.1      1.38035e+02      8.26725e-02     -8.40697e-05
   290.2      1.36611e+02      7.86393e-02     -1.28374e-04
   290.3      1.35134e+02      7.93702e-02     -1.57374e-04
   290.4      1.33839e+02      7.70551e-02     -2.08916e-04
   290.5      1.32648e+02      7.90423e-02     -1.94940e-04
   290.6      1.31451e+02      7.72791e-02     -1.97712e-04
   290.7      1.30182e+02      7.64383e-02     -2.10218e-04
   290.8      1.28786e+02      7.51614e-02     -2.26871e-04
   290.9      1.27286e+02      7.22318e-02     -2.53086e-04
   291.0      1.25655e+02      7.37848e-02     -2.24571e-04
   291.1      1.23931e+02      7.75941e-02     -1.60811e-04
   291.2      1.22231e+02      7.90537e-02     -1.32726e-04
   291.3      1.20456e+02      8.35505e-02     -6.76400e-05
   291.4      1.18609e+02      8.64700e-02     -1.09577e-05
   291.5      1.16666e+02      8.90804e-02      8.20371e-06
   291.6      1.14658e+02      8.96146e-02      1.13160e-05
   291.7      1.12611e+02      9.27546e-02      6.12816e-05
   291.8      1.10938e+02      9.24112e-02      7.48916e-05
   291.9      1.09599e+02      9.12441e-02      7.40314e-05
   292.0      1.08366e+02      8.94326e-02      6.80110e-05
   292.1      1.07087e+02      8.87050e-02      7.80948e-05
   292.2      1.05731e+02      9.28493e-02      1.35781e-04
   292.3      1.04566e+02      9.39074e-02      1.59458e-04
   292.4      1.03689e+02      9.11226e-02      1.48811e-04
   292.5      1.03017e+02      8.69245e-02      9.56304e-05
   292.6      1.02369e+02      8.66674e-02      1.03642e-04
   292.7      1.01607e+02      8.51847e-02      8.88864e-05
   292.8      1.00648e+02      8.09070e-02      5.09836e-05
   292.9      9.94104e+01      8.24528e-02      7.82458e-05
   293.0      9.79774e+01      8.52705e-02      1.19857e-04
   293.1      9.65292e+01      8.34424e-02      9.96729e-05
   293.2      9.50813e+01      8.26711e-02      8.98214e-05
   293.3      9.35943e+01      8.49770e-02      1.38994e-04
   293.4      9.21113e+01      8.66286e-02      1.76822e-04
   293.5      9.05632e+01      8.83701e-02      2.03796e-04
   293.6      8.90337e+01      8.69662e-02      2.00989e-04
   293.7      8.75926e+01      8.80249e-02      2.24307e-04
   293.8      8.63406e+01      8.64281e-02      2.06437e-04
   293.9      8.52341e+01      8.76387e-02      2.24543e-04
   294.0      8.43613e+01      8.91332e-02      2.50441e-04
   294.1      8.37403e+01      8.62023e-02      2.21824e-04
   294.2      8.31797e+01      8.08345e-02      1.56841e-04
   294.3      8.24137e+01      7.87966e-02      1.33333e-04
   294.4      8.14529e+01      8.00262e-02      1.53385e-04
   294.5      8.05880e+01      7.88399e-02      1.40348e-04
   294.6      7.97482e+01      7.95597e-02      1.72626e-04
   294.7      7.88232e+01      7.92249e-02      1.84363e-04
   294.8      7.78344e+01      8.02138e-02      1.78974e-04
   294.9      7.68364e+01      8.28340e-02      2.19540e-04
   295.0      7.58491e+01      8.13413e-02      2.11662e-04
   295.1      7.48239e+01      7.48227e-02      1.40805e-04
   295.2      7.35750e+01      7.46090e-02      1.48112e-04
   295.3      7.22277e+01      7.87943e-02      2.08902e-04
   295.4      7.09106e+01      8.24985e-02      2.65232e-04
   295.5      6.95932e+01      8.78928e-02      3.36412e-04
   295.6      6.85882e+01      8.57621e-02      3.19345e-04
   295.7      6.77918e+01      8.54987e-02      3.23037e-04
   295.8      6.71102e+01      8.24749e-02      2.95901e-04
   295.9      6.63971e+01      7.81553e-02      2.44098e-04
   296.0      6.55384e+01      7.81623e-02      2.38619e-04
   296.1      6.44412e+01      7.83789e-02      2.48549e-04
   296.2      6.31829e+01      8.03131e-02      2.91207e-04
   296.3      6.20294e+01      8.36047e-02      3.35819e-04
   296.4      6.12126e+01      8.11991e-02      3.07679e-04
   296.5      6.06900e+01      7.70456e-02      2.63205e-04
   296.6      6.02746e+01      7.99456e-02      2.95884e-04
   296.7      5.98988e+01      8.25965e-02      3.43732e-04
   296.8      5.94634e+01      7.98823e-02      3.11644e-04
   296.9      5.88785e+01      7.32002e-02      2.31601e-04
   297.0      5.78940e+01      7.83009e-02      3.11950e-04
   297.1      5.68003e+01      7.98145e-02      3.50126e-04
   297.2      5.58001e+01      7.89941e-02      3.44621e-04
   297.3      5.49415e+01      7.85485e-02      3.35793e-04
   297.4      5.41221e+01      7.78881e-02      3.33892e-04
   297.5      5.32878e+01      7.69890e-02      3.24268e-04
   297.6      5.24813e+01      7.48876e-02      2.91550e-04
   297.7      5.16627e+01      7.45178e-02      2.96078e-04
   297.8      5.08526e+01      7.67776e-02      3.35252e-04
   297.9      5.01123e+01      7.66793e-02      3.50179e-04
   298.0      4.94362e+01      7.36878e-02      3.04337e-04
   298.1      4.87791e+01      7.26710e-02      2.87748e-04
   298.2      4.81943e+01      7.23850e-02      2.90803e-04
   298.3      4.76036e+01      7.58403e-02      3.43797e-04
   298.4      4.70480e+01      7.43817e-02      3.31910e-04
   298.5      4.64988e+01      7.13091e-02      3.01541e-04
   298.6      4.59956e+01      7.20367e-02      3.16753e-04
   298.7      4.56024e+01      7.15075e-02      3.16620e-04
   298.8      4.51975e+01      7.13167e-02      3.26329e-04
   298.9      4.47971e+01      7.02082e-02      3.08792e-04
   299.0      4.42168e+01      7.07364e-02      3.32281e-04
   299.1      4.34917e+01      7.03557e-02      3.34292e-04
   299.2      4.27499e+01      7.03627e-02      3.29247e-04
   299.3      4.19628e+01      6.96929e-02      3.18939e-04
   299.4      4.11872e+01      6.94275e-02      3.13804e-04
   299.5      4.04247e+01      7.01014e-02      3.32685e-04
   299.6      3.97113e+01      7.00811e-02      3.39426e-04
   299.7      3.91112e+01      6.88158e-02      3.17166e-04
   299.8      3.86127e+01      6.75240e-02      3.08270e-04
   299.9      3.82297e+01      6.61402e-02      3.03639e-04
   300.0      3.79318e+01      6.39880e-02      2.72235e-04
   300.1      3.75639e+01      6.31527e-02      2.62092e-04
   300.2      3.71347e+01      6.17614e-02      2.44968e-04
   300.3      3.66536e+01      6.19942e-02      2.55837e-04
   300.4      3.61912e+01      6.12732e-02      2.56791e-04
   300.5      3.58117e+01      6.02685e-02      2.43472e-04
   300.6      3.54514e+01      5.91554e-02      2.28588e-04
   300.7      3.50265e+01      5.81152e-02      2.18660e-04
   300.8      3.45193e+01      5.81140e-02      2.20896e-04
   300.9      3.39392e+01      5.83391e-02      2.23935e-04
   301.0      3.33032e+01      5.80588e-02      2.15769e-04
   301.1      3.26379e+01      5.78710e-02      2.17936e-04
   301.2      3.20031e+01      5.77575e-02      2.36030e-04
   301.3      3.14489e+01      5.64741e-02      2.28045e-04
   301.4      3.09863e+01      5.50112e-02      2.05256e-04
   301.5      3.05803e+01      5.41759e-02      1.96061e-04
   301.6      3.02349e+01      5.36360e-02      1.90070e-04
   301.7      2.99387e+01      5.29724e-02      1.90417e-04
   301.8      2.97131e+01      5.16015e-02      1.81691e-04
   301.9      2.95133e+01      5.02651e-02      1.68807e-04
   302.0      2.92615e+01      4.97076e-02      1.71266e-04
   302.1      2.89794e+01      4.89159e-02      1.63618e-04
   302.2      2.86442e+01      4.83449e-02      1.59350e-04
   302.3      2.83027e+01      4.78695e-02      1.57537e-04
   302.4      2.78982e+01      4.76163e-02      1.64860e-04
   302.5      2.74629e+01      4.80956e-02      1.76310e-04
   302.6      2.69864e+01      4.77095e-02      1.77240e-04
   302.7      2.65169e+01      4.78900e-02      1.82944e-04
   302.8      2.60282e+01      4.72689e-02      1.76322e-04
   302.9      2.55274e+01      4.68214e-02      1.73585e-04
   303.0      2.50492e+01      4.75971e-02      1.89983e-04
   303.1      2.45979e+01      4.76410e-02      2.00213e-04
   303.2      2.42173e+01      4.70721e-02      2.00643e-04
   303.3      2.38903e+01      4.51059e-02      1.80548e-04
   303.4      2.36080e+01      4.40311e-02      1.68834e-04
   303.5      2.33639e+01      4.32413e-02      1.60668e-04
   303.6      2.31192e+01      4.29361e-02      1.63569e-04
   303.7      2.29040e+01      4.16927e-02      1.48698e-04
   303.8      2.27380e+01      4.07171e-02      1.41139e-04
   303.9      2.26353e+01      3.95287e-02      1.30409e-04
   304.0      2.25555e+01      3.86801e-02      1.23078e-04
   304.1      2.23958e+01      3.86709e-02      1.28860e-04
   304.2      2.21145e+01      3.84579e-02      1.28484e-04
   304.3      2.17784e+01      3.85696e-02      1.31877e-04
   304.4      2.14550e+01      3.83832e-02      1.31350e-04
   304.5      2.11464e+01      3.84230e-02      1.35865e-04
   304.6      2.08186e+01      3.82370e-02      1.34361e-04
   304.7      2.04124e+01      3.86049e-02      1.45820e-04
   304.8      1.99581e+01      3.89992e-02      1.59978e-04
   304.9      1.95328e+01      3.90402e-02      1.64686e-04
